company¬,country¬,director¬,genre¬,name¬,rating¬,runtime¬,writer¬,year¬,,,
Heritage Entertainment Inc.¬,USA¬,Danny Huston¬,Comedy¬,Mr. North¬,PG¬,93¬,Thornton Wilder¬,1988¬,,,
Vestron Pictures¬,USA¬,Camilo Vila¬,Horror¬,The Unholy¬,R¬,102¬,Philip Yordan¬,1988¬,,,
Braveworld Productions¬,USA¬,Gary Sinise¬,Action¬,Miles from Home¬,R¬,108¬,Chris Gerolmo¬,1988¬,,,
Columbia Pictures Corporation¬,USA¬,David Mamet¬,Comedy¬,Things Change¬,PG¬,100¬,David Mamet¬,1988¬,,,
Cinetel Films¬,USA¬,Steve Carver¬,Action¬,Bulletproof¬,R¬,93¬,T.L. Lankford¬,1988¬,,,
Metro-Goldwyn-Mayer (MGM)¬,USA¬,Henry Winkler¬,Comedy¬,Memories of Me¬,PG-13¬,100¬,Eric Roth¬,1988¬,,,
Brightstar Films¬,USA¬,Robert Greenwald¬,Comedy¬,Sweet Hearts Dance¬,R¬,100¬,Ernest Thompson¬,1988¬,,,
Cinetel Films¬,USA¬,Michael Schroeder¬,Comedy¬,Out of the Dark¬,R¬,89¬,J. Greg De Felice¬,1988¬,,,
Merchant Ivory Productions¬,UK¬,Nicholas Meyer¬,Adventure¬,The Deceivers¬,PG-13¬,102¬,John Masters¬,1988¬,,,
Smart Egg Pictures¬,UK¬,Armand Mastroianni¬,Horror¬,Cameron's Closet¬,R¬,100¬,Gary Brandner¬,1988¬,,,
Arenafilm¬,Australia¬,Vincent Ward¬,Action¬,The Navigator: A Medieval Odyssey¬,PG¬,90¬,Geoff Chapple¬,1988¬,,,
"Vista Organisation, The¬",USA¬,David Beaird¬,Comedy¬,Pass the Ammo¬,R¬,93¬,Joel Cohen¬,1988¬,,,
Touchstone Pictures¬,USA¬,Peter Weir¬,Comedy¬,Dead Poets Society¬,PG¬,128¬,Tom Schulman¬,1989¬,,,
Warner Bros.¬,USA¬,Tim Burton¬,Action¬,Batman¬,PG-13¬,126¬,Bob Kane¬,1989¬,,,
Paramount Pictures¬,USA¬,Mary Lambert¬,Horror¬,Pet Sematary¬,R¬,103¬,Stephen King¬,1989¬,,,
Paramount Pictures¬,USA¬,Steven Spielberg¬,Action¬,Indiana Jones and the Last Crusade¬,PG-13¬,127¬,Jeffrey Boam¬,1989¬,,,
Walt Disney Pictures¬,USA¬,Ron Clements¬,Animation¬,The Little Mermaid¬,G¬,83¬,John Musker¬,1989¬,,,
Warner Bros.¬,USA¬,Andrey Konchalovskiy¬,Action¬,Tango & Cash¬,R¬,104¬,Randy Feldman¬,1989¬,,,
Silver Pictures¬,USA¬,Rowdy Herrington¬,Action¬,Road House¬,R¬,114¬,R. Lance Hill¬,1989¬,,,
Warner Bros.¬,USA¬,Jeremiah S. Chechik¬,Comedy¬,National Lampoon's Christmas Vacation¬,PG-13¬,97¬,John Hughes¬,1989¬,,,
De Laurentiis Entertainment Group (DEG)¬,USA¬,Stephen Herek¬,Adventure¬,Bill & Ted's Excellent Adventure¬,PG¬,90¬,Chris Matheson¬,1989¬,,,
Gordon Company¬,USA¬,Phil Alden Robinson¬,Drama¬,Field of Dreams¬,PG¬,107¬,W.P. Kinsella¬,1989¬,,,
Universal Pictures¬,USA¬,Robert Zemeckis¬,Adventure¬,Back to the Future Part II¬,PG¬,108¬,Robert Zemeckis¬,1989¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,James Cameron¬,Adventure¬,The Abyss¬,PG-13¬,145¬,James Cameron¬,1989¬,,,
Universal Pictures¬,USA¬,John Hughes¬,Comedy¬,Uncle Buck¬,PG¬,100¬,John Hughes¬,1989¬,,,
40 Acres & A Mule Filmworks¬,USA¬,Spike Lee¬,Comedy¬,Do the Right Thing¬,R¬,120¬,Spike Lee¬,1989¬,,,
Gladden Entertainment¬,USA¬,Ted Kotcheff¬,Adventure¬,Weekend at Bernie's¬,PG-13¬,97¬,Robert Klane¬,1989¬,,,
TriStar Pictures¬,USA¬,Edward Zwick¬,Biography¬,Glory¬,R¬,122¬,Kevin Jarre¬,1989¬,,,
Castle Rock Entertainment¬,USA¬,Rob Reiner¬,Comedy¬,When Harry Met Sally...¬,R¬,96¬,Nora Ephron¬,1989¬,,,
TriStar Pictures¬,USA¬,Herbert Ross¬,Comedy¬,Steel Magnolias¬,PG¬,117¬,Robert Harling¬,1989¬,,,
Columbia Pictures Corporation¬,USA¬,Ivan Reitman¬,Action¬,Ghostbusters II¬,PG¬,108¬,Dan Aykroyd¬,1989¬,,,
Gracie Films¬,USA¬,Cameron Crowe¬,Comedy¬,Say Anything...¬,PG-13¬,100¬,Cameron Crowe¬,1989¬,,,
TriStar Pictures¬,USA¬,Amy Heckerling¬,Comedy¬,Look Who's Talking¬,PG-13¬,93¬,Amy Heckerling¬,1989¬,,,
Filmauro¬,USA¬,George P. Cosmatos¬,Adventure¬,Leviathan¬,R¬,98¬,David Webb Peoples¬,1989¬,,,
Buena Vista Pictures¬,USA¬,Joe Johnston¬,Adventure¬,"Honey, I Shrunk the Kids¬",PG¬,93¬,Stuart Gordon¬,1989¬,,,
Mirage Enterprises¬,USA¬,David S. Ward¬,Comedy¬,Major League¬,R¬,107¬,David S. Ward¬,1989¬,,,
Ixtlan¬,USA¬,Oliver Stone¬,Biography¬,Born on the Fourth of July¬,R¬,145¬,Ron Kovic¬,1989¬,,,
Columbia Pictures Corporation¬,USA¬,John G. Avildsen¬,Action¬,The Karate Kid Part III¬,PG¬,112¬,Robert Mark Kamen¬,1989¬,,,
Imagine Entertainment¬,USA¬,Joe Dante¬,Comedy¬,The 'Burbs¬,PG¬,101¬,Dana Olsen¬,1989¬,,,
Imagine Entertainment¬,USA¬,Ron Howard¬,Comedy¬,Parenthood¬,PG-13¬,124¬,Lowell Ganz¬,1989¬,,,
Warner Bros.¬,USA¬,Richard Donner¬,Action¬,Lethal Weapon 2¬,R¬,114¬,Jeffrey Boam¬,1989¬,,,
Danjaq¬,UK¬,John Glen¬,Action¬,Licence to Kill¬,PG-13¬,133¬,Michael G. Wilson¬,1989¬,,,
Vision PDG¬,USA¬,Zalman King¬,Drama¬,Wild Orchid¬,R¬,105¬,Patricia Louisianna Knop¬,1989¬,,,
Ferndale Films¬,Ireland¬,Jim Sheridan¬,Biography¬,My Left Foot¬,R¬,103¬,Shane Connaughton¬,1989¬,,,
Davis Entertainment¬,USA¬,Richard Greenberg¬,Adventure¬,Little Monsters¬,PG¬,100¬,Terry Rossio¬,1989¬,,,
Universal Pictures¬,USA¬,Steven Spielberg¬,Fantasy¬,Always¬,PG¬,122¬,Jerry Belson¬,1989¬,,,
Outlaw Productions (I)¬,USA¬,Steven Soderbergh¬,Drama¬,"Sex, Lies, and Videotape¬",R¬,100¬,Steven Soderbergh¬,1989¬,,,
Norman Twain Productions¬,USA¬,John G. Avildsen¬,Drama¬,Lean on Me¬,PG-13¬,108¬,Michael Schiffer¬,1989¬,,,
Allarts¬,Netherlands¬,Peter Greenaway¬,Crime¬,"The Cook, the Thief, His Wife & Her Lover¬",NC-17¬,124¬,Peter Greenaway¬,1989¬,,,
Paramount Pictures¬,USA¬,William Shatner¬,Action¬,Star Trek V: The Final Frontier¬,PG¬,107¬,Gene Roddenberry¬,1989¬,,,
"Zanuck Company, The¬",USA¬,Bruce Beresford¬,Drama¬,Driving Miss Daisy¬,PG¬,99¬,Alfred Uhry¬,1989¬,,,
David Foster Productions¬,USA¬,Graeme Clifford¬,Action¬,Gleaming the Cube¬,PG-13¬,100¬,Michael Tolkin¬,1989¬,,,
Columbia Pictures Corporation¬,USA¬,Brian De Palma¬,Crime¬,Casualties of War¬,R¬,113¬,Daniel Lang¬,1989¬,,,
Trans World Entertainment (TWE)¬,USA¬,Dorian Walker¬,Comedy¬,Teen Witch¬,PG-13¬,90¬,Robin Menken¬,1989¬,,,
TriStar Pictures¬,USA¬,Arthur Hiller¬,Comedy¬,"See No Evil, Hear No Evil¬",R¬,103¬,Earl Barret¬,1989¬,,,
Kings Road Entertainment¬,USA¬,Mark DiSalle¬,Action¬,Kickboxer¬,R¬,97¬,Mark DiSalle¬,1989¬,,,
New Line Cinema¬,USA¬,Stephen Hopkins¬,Fantasy¬,A Nightmare on Elm Street 5: The Dream Child¬,R¬,89¬,Wes Craven¬,1989¬,,,
Magnum Pictures Inc.¬,USA¬,Dominique Othenin-Girard¬,Horror¬,Halloween 5¬,R¬,96¬,John Carpenter¬,1989¬,,,
Touchstone Pictures¬,USA¬,Roger Spottiswoode¬,Comedy¬,Turner & Hooch¬,PG¬,97¬,Dennis Shryack¬,1989¬,,,
Kennedy Miller Productions¬,Australia¬,Phillip Noyce¬,Horror¬,Terror a bordo¬,R¬,96¬,Terry Hayes¬,1989¬,,,
Paramount Pictures¬,USA¬,Rob Hedden¬,Adventure¬,Friday the 13th Part VIII: Jason Takes Manhattan¬,R¬,100¬,Rob Hedden¬,1989¬,,,
Eddie Murphy Productions¬,USA¬,Eddie Murphy¬,Comedy¬,Harlem Nights¬,R¬,116¬,Eddie Murphy¬,1989¬,,,
Paramount Pictures¬,USA¬,Ridley Scott¬,Action¬,Black Rain¬,R¬,125¬,Craig Bolotin¬,1989¬,,,
Goldcrest Films International¬,Ireland¬,Don Bluth¬,Animation¬,All Dogs Go to Heaven¬,G¬,84¬,Don Bluth¬,1989¬,,,
Cannon Entertainment¬,USA¬,Albert Pyun¬,Action¬,Cyborg¬,R¬,86¬,Albert Pyun¬,1989¬,,,
Universal Pictures¬,USA¬,Michael Ritchie¬,Comedy¬,Fletch Lives¬,PG¬,95¬,Gregory McDonald¬,1989¬,,,
Finnegan¬,Pinchuk Productions¬,USA¬,Todd Holland¬,14278900.0¬,The Wizard¬,151289¬,11308¬,David Chisholm¬,1989¬,,
Twentieth Century Fox Film Corporation¬,USA¬,Danny DeVito¬,Comedy¬,The War of the Roses¬,R¬,116¬,Warren Adler¬,1989¬,,,
Renaissance Films¬,UK¬,Kenneth Branagh¬,Action¬,Henry V¬,PG-13¬,137¬,William Shakespeare¬,1989¬,,,
Fries Entertainment¬,USA¬,Jeff Kanew¬,Adventure¬,Troop Beverly Hills¬,PG¬,105¬,Ava Ostern Fries¬,1989¬,,,
Universal Pictures¬,USA¬,Harold Becker¬,Crime¬,Sea of Love¬,R¬,113¬,Richard Price¬,1989¬,,,
"Movie Group, The¬",USA¬,Robert Radler¬,Action¬,Best of the Best¬,PG-13¬,97¬,Phillip Rhee¬,1989¬,,,
Brooksfilms¬,USA¬,Chris Walas¬,Horror¬,The Fly II¬,R¬,105¬,Mick Garris¬,1989¬,,,
Lightning Pictures¬,USA¬,Kathryn Bigelow¬,Action¬,Blue Steel¬,R¬,102¬,Kathryn Bigelow¬,1989¬,,,
Crescent Film Enterprises¬,USA¬,Joan Micklin Silver¬,Comedy¬,Loverboy¬,PG-13¬,98¬,Robin Schiff¬,1989¬,,,
Renn Productions¬,France¬,Milos Forman¬,Drama¬,Valmont relaciones peligrosas¬,R¬,137¬,Choderlos de Laclos¬,1989¬,,,
Avenue Pictures¬,USA¬,Gus Van Sant¬,Crime¬,Drugstore Cowboy¬,R¬,102¬,James Fogle¬,1989¬,,,
"Deseo, El¬",Spain¬,Pedro Almod�var¬,Comedy¬,Tie Me Up! Tie Me Down!¬,NC-17¬,101¬,Pedro Almod�var¬,1989¬,,,
Lightning Pictures¬,USA¬,Marc Rocco¬,Comedy¬,Dream a Little Dream¬,PG-13¬,114¬,Daniel Jay Franklin¬,1989¬,,,
New World Pictures¬,USA¬,Steve Miner¬,Action¬,Warlock¬,R¬,103¬,David Twohy¬,1989¬,,,
TMS Entertainment¬,Japan¬,Masami Hata¬,Family¬,Little Nemo: Adventures in Slumberland¬,G¬,85¬,Chris Columbus¬,1989¬,,,
Alliance Communications Corporation¬,Canada¬,Jean-Claude Lord¬,Drama¬,Eddie and the Cruisers II: Eddie Lives!¬,PG-13¬,99¬,P.F. Kluge¬,1989¬,,,
White Eagle¬,USA¬,John Flynn¬,Crime¬,Lock Up¬,R¬,109¬,Richard Smith¬,1989¬,,,
High Bar Productions¬,USA¬,Jim Wheat¬,Horror¬,After Midnight¬,R¬,90¬,Ken Wheat¬,1989¬,,,
First Millenium Partnership¬,USA¬,Michael Anderson¬,Drama¬,Millennium¬,PG-13¬,108¬,John Varley¬,1989¬,,,
Cinecorp SAC¬,USA¬,Jay Levey¬,Comedy¬,UHF¬,PG-13¬,97¬,Weird Al' Yankovic¬,1989¬,,,
Gladden Entertainment¬,USA¬,Steve Kloves¬,Drama¬,The Fabulous Baker Boys¬,R¬,114¬,Steve Kloves¬,1989¬,,,
Palace Pictures¬,UK¬,Zelda Barron¬,Comedy¬,Shag¬,PG¬,98¬,Lanier Laney¬,1989¬,,,
Jack Rollins & Charles H. Joffe Productions¬,USA¬,Woody Allen¬,Comedy¬,Crimes and Misdemeanors¬,PG-13¬,104¬,Woody Allen¬,1989¬,,,
JVC Entertainment Networks¬,USA¬,Jim Jarmusch¬,Comedy¬,Mystery Train¬,R¬,110¬,Jim Jarmusch¬,1989¬,,,
Orion Pictures¬,USA¬,Jim McBride¬,Biography¬,Great Balls of Fire!¬,PG-13¬,108¬,Myra Lewis¬,1989¬,,,
Carolco Entertainment¬,USA¬,Sean S. Cunningham¬,Action¬,DeepStar Six¬,R¬,105¬,Lewis Abernathy¬,1989¬,,,
Alive Films¬,USA¬,Wes Craven¬,Comedy¬,Shocker¬,R¬,109¬,Wes Craven¬,1989¬,,,
Touchstone Pictures¬,USA¬,Francis Veber¬,Action¬,Three Fugitives¬,PG-13¬,96¬,Francis Veber¬,1989¬,,,
Paramount Pictures¬,UK¬,Lewis Gilbert¬,Comedy¬,Shirley Valentine¬,R¬,108¬,Willy Russell¬,1989¬,,,
TriStar Pictures¬,USA¬,Phillip Noyce¬,Action¬,Blind Fury¬,R¬,86¬,Ry�z� Kasahara¬,1989¬,,,
Lorimar Film Entertainment¬,USA¬,John Irvin¬,Action¬,Next of Kin¬,R¬,108¬,Michael Jenning¬,1989¬,,,
Touchstone Pictures¬,USA¬,Woody Allen¬,Comedy¬,New York Stories¬,PG¬,124¬,Richard Price¬,1989¬,,,
Empire Pictures¬,USA¬,Stuart Gordon¬,Action¬,Robot Jox¬,PG¬,85¬,Stuart Gordon¬,1989¬,,,
Universal Pictures¬,USA¬,Howard Zieff¬,Comedy¬,The Dream Team¬,PG-13¬,113¬,Jon Connolly¬,1989¬,,,
Orion Pictures¬,USA¬,Susan Seidelman¬,Comedy¬,She-Devil¬,PG-13¬,99¬,Fay Weldon¬,1989¬,,,
Lightyear Entertainment¬,USA¬,Jim Wynorski¬,Sci-Fi¬,The Return of Swamp Thing¬,PG-13¬,84¬,Len Wein¬,1989¬,,,
TriStar Pictures¬,USA¬,Sidney Lumet¬,Crime¬,Family Business¬,R¬,110¬,Vincent Patrick¬,1989¬,,,
Paramount Pictures¬,USA¬,Neil Jordan¬,Comedy¬,We're No Angels¬,PG-13¬,106¬,David Mamet¬,1989¬,,,
TriStar Pictures¬,USA¬,Emile Ardolino¬,Comedy¬,Chances Are¬,PG¬,108¬,Perry Howze¬,1989¬,,,
Carolco Pictures¬,USA¬,Walter Hill¬,Crime¬,Johnny Handsome¬,R¬,94¬,John Godey¬,1989¬,,,
Gordon Company¬,USA¬,Rod Daniel¬,Action¬,K-9¬,PG-13¬,101¬,Steven Siegel¬,1989¬,,,
British Screen Productions¬,UK¬,Michael Caton-Jones¬,Drama¬,Scandal¬,R¬,115¬,Michael Thomas¬,1989¬,,,
21st Century Film Corporation¬,USA¬,Dwight H. Little¬,Drama¬,The Phantom of the Opera¬,R¬,93¬,Gaston Leroux¬,1989¬,,,
Paramount Pictures¬,USA¬,Roland Joff�¬,Biography¬,Fat Man and Little Boy¬,PG-13¬,127¬,Bruce Robinson¬,1989¬,,,
Interscope Communications¬,USA¬,Peter Yates¬,Action¬,An Innocent Man¬,R¬,113¬,Larry Brothers¬,1989¬,,,
Malpaso Productions¬,USA¬,Buddy Van Horn¬,Action¬,Pink Cadillac¬,PG-13¬,122¬,John Eskow¬,1989¬,,,
Weintraub Entertainment Group¬,USA¬,Stan Dragoti¬,Comedy¬,She's Out of Control¬,PG¬,90¬,Seth Winston¬,1989¬,,,
TriStar Pictures¬,USA¬,Paul Flaherty¬,Comedy¬,Who's Harry Crumb?¬,PG-13¬,94¬,Robert Conte¬,1989¬,,,
New Line Cinema¬,USA¬,Thomas J. Wright¬,Action¬,No Holds Barred¬,PG-13¬,93¬,Dennis Hackin¬,1989¬,,,
Beco Films¬,USA¬,Blake Edwards¬,Comedy¬,Skin Deep¬,R¬,97¬,Blake Edwards¬,1989¬,,,
Sean S. Cunningham Films¬,USA¬,James Isaac¬,Horror¬,The Horror Show¬,R¬,95¬,Allyn Warner¬,1989¬,,,
A&M; Films¬,USA¬,Carl Schenkel¬,Action¬,The Mighty Quinn¬,R¬,98¬,Albert Z. Carr¬,1989¬,,,
Warner Bros.¬,USA¬,Peter Bonerz¬,Comedy¬,Police Academy 6: City Under Siege¬,PG¬,84¬,Neal Israel¬,1989¬,,,
Amblin Entertainment¬,USA¬,Gary David Goldberg¬,Drama¬,Dad¬,PG¬,117¬,William Wharton¬,1989¬,,,
Allied Filmmakers¬,USA¬,Uli Edel¬,Drama¬,Last Exit to Brooklyn¬,R¬,102¬,Hubert Selby Jr.¬,1989¬,,,
Kings Road Entertainment¬,Australia¬,David Webb Peoples¬,Action¬,The Blood of Heroes¬,R¬,90¬,David Webb Peoples¬,1989¬,,,
Davros Films¬,USA¬,Euzhan Palcy¬,Drama¬,A Dry White Season¬,R¬,97¬,Andr� P. Brink¬,1989¬,,,
Paramount Pictures¬,USA¬,Joel Schumacher¬,Comedy¬,Cousins¬,PG-13¬,109¬,Jean-Charles Tacchella¬,1989¬,,,
Allied Vision¬,USA¬,Philippe Mora¬,Biography¬,Communion¬,R¬,106¬,Whitley Strieber¬,1989¬,,,
KB Erik the Viking¬,UK¬,Terry Jones¬,Comedy¬,Erik the Viking¬,PG-13¬,107¬,Terry Jones¬,1989¬,,,
Great American Films Limited Partnership¬,Canada¬,Bob Balaban¬,Comedy¬,Parents¬,R¬,81¬,Christopher Hawthorne¬,1989¬,,,
Aspen Film Society¬,USA¬,Christopher Guest¬,Comedy¬,The Big Picture¬,PG-13¬,100¬,Michael Varhol¬,1989¬,,,
Orion Pictures¬,USA¬,Andrew Davis¬,Action¬,The Package¬,R¬,108¬,John Bishop¬,1989¬,,,
Beco Films¬,USA¬,Nick Castle¬,Comedy¬,Tap¬,PG-13¬,111¬,Nick Castle¬,1989¬,,,
Trans World Entertainment (TWE)¬,USA¬,Tibor Tak�cs¬,Fantasy¬,"I, Madman¬",R¬,89¬,David Chaskin¬,1989¬,,,
Metro-Goldwyn-Mayer (MGM)¬,USA¬,Pat O'Connor¬,Action¬,The January Man¬,R¬,97¬,John Patrick Shanley¬,1989¬,,,
Touchstone Pictures¬,USA¬,Ron Shelton¬,Biography¬,Blaze¬,R¬,120¬,Blaze Starr¬,1989¬,,,
Paramount Pictures¬,USA¬,Joe Pytka¬,Comedy¬,Let It Ride¬,PG-13¬,90¬,Jay Cronley¬,1989¬,,,
Kings Road Entertainment¬,USA¬,David Hugh Jones¬,Drama¬,Jacknife¬,R¬,102¬,Stephen Metcalfe¬,1989¬,,,
Warner Bros.¬,USA¬,Norman Jewison¬,Drama¬,In Country¬,R¬,120¬,Bobbie Ann Mason¬,1989¬,,,
American Playhouse¬,USA¬,Norman Ren�¬,Drama¬,Longtime Companion¬,R¬,96¬,Craig Lucas¬,1989¬,,,
Warner Bros.¬,USA¬,Bruce Beresford¬,Comedy¬,Her Alibi¬,PG¬,94¬,Charlie Peters¬,1989¬,,,
Entcorp Communications¬,Canada¬,Jim Drake¬,Comedy¬,Cannonball Fever¬,PG¬,94¬,Michael Short¬,1989¬,,,
Incorporated Television Company (ITC)¬,USA¬,John Dahl¬,Action¬,Kill Me Again¬,R¬,94¬,John Dahl¬,1989¬,,,
Lorimar Film Entertainment¬,USA¬,Michael Herz¬,Action¬,The Toxic Avenger Part II¬,R¬,102¬,Lloyd Kaufman¬,1989¬,,,
Elrina Investment¬,South Africa¬,Jamie Uys¬,Comedy¬,The Gods Must Be Crazy II¬,PG¬,98¬,Jamie Uys¬,1989¬,,,
Larco Productions¬,USA¬,Larry Cohen¬,Comedy¬,Wicked Stepmother¬,PG-13¬,90¬,Larry Cohen¬,1989¬,,,
Carolco Pictures¬,USA¬,Costa-Gavras¬,Crime¬,Music Box¬,PG-13¬,124¬,Joe Eszterhas¬,1989¬,,,
Lightyear Entertainment¬,USA¬,Joyce Chopra¬,Comedy¬,The Lemon Sisters¬,PG-13¬,93¬,Jeremy Pikser¬,1989¬,,,
Cineplex-Odeon Films¬,USA¬,John D. Hancock¬,Drama¬,Prancer¬,G¬,103¬,Greg Taylor¬,1989¬,,,
Paramount Pictures¬,Canada¬,Dave Thomas¬,Comedy¬,The Experts¬,PG-13¬,94¬,Steven Greene¬,1989¬,,,
Gary Sherman Productions¬,USA¬,Gary Sherman¬,Drama¬,Lisa¬,PG-13¬,95¬,Gary Sherman¬,1989¬,,,
Incorporated Television Company (ITC)¬,UK¬,Jeff Burr¬,Horror¬,Stepfather II¬,R¬,93¬,Carolyn Lefcourt¬,1989¬,,,
Columbia Pictures Corporation¬,USA¬,Joseph Ruben¬,Drama¬,True Believer¬,R¬,105¬,Wesley Strick¬,1989¬,,,
Golan-Globus Productions¬,USA¬,J. Lee Thompson¬,Action¬,Kinjite: Forbidden Subjects¬,R¬,97¬,Harold Nebenzal¬,1989¬,,,
London Weekend Television (LWT)¬,UK¬,Mel Smith¬,Comedy¬,The Tall Guy¬,R¬,92¬,Richard Curtis¬,1989¬,,,
Not specified¬,USA¬,Martin Davidson¬,Drama¬,Heart of Dixie¬,PG¬,95¬,Anne Rivers Siddons¬,1989¬,,,
Lorimar Film Entertainment¬,USA¬,John Frankenheimer¬,Action¬,Dead Bang¬,R¬,102¬,Robert Foster¬,1989¬,,,
Arenafilm¬,Australia¬,Jane Campion¬,Comedy¬,Sweetie¬,R¬,97¬,Gerard Lee¬,1989¬,,,
Action Features¬,USA¬,Hal Hartley¬,Comedy¬,The Unbelievable Truth¬,R¬,90¬,Action Features¬,1989¬,,,
Hill¬,Rosenman¬,USA¬,Thom Eberhardt¬,11604598.0¬,Gross Anatomy¬,201089¬,3204¬,Mark Spragg¬,1989¬,,
Breton Film Productions¬,USA¬,Cedric Sundstrom¬,Action¬,American Ninja 3: Blood Hunt¬,R¬,89¬,Avi Kleinberger¬,1989¬,,,
HandMade Films¬,UK¬,Bruce Robinson¬,Comedy¬,How to Get Ahead in Advertising¬,R¬,90¬,Bruce Robinson¬,1989¬,,,
Vestron Pictures¬,UK¬,Ken Russell¬,Action¬,The Rainbow¬,R¬,113¬,Ken Russell¬,1989¬,,,
Troma Entertainment¬,USA¬,Michael Herz¬,Action¬,The Toxic Avenger Part III: The Last Temptation of Toxie¬,R¬,102¬,Lloyd Kaufman¬,1989¬,,,
Weintraub Entertainment Group¬,USA¬,Douglas Day Stewart¬,Drama¬,Listen to Me¬,PG-13¬,107¬,Douglas Day Stewart¬,1989¬,,,
Castle Rock Entertainment¬,USA¬,Ted Kotcheff¬,Drama¬,Winter People¬,PG-13¬,110¬,John Ehle¬,1989¬,,,
Morgan Creek Productions¬,USA¬,Paul Mazursky¬,Comedy¬,Enemies: A Love Story¬,R¬,119¬,Isaac Bashevis Singer¬,1989¬,,,
Bandai Media Department¬,Japan¬,Takeshi Kitano¬,Action¬,Violent Cop¬,NOT RATED¬,103¬,Hisashi Nozawa¬,1989¬,,,
TriStar Pictures¬,USA¬,Richard Baskin¬,Drama¬,Sing¬,PG-13¬,98¬,Dean Pitchford¬,1989¬,,,
Max Films Productions¬,Canada¬,Denys Arcand¬,Drama¬,Jesus of Montreal¬,R¬,118¬,Denys Arcand¬,1989¬,,,
Columbia Pictures Corporation¬,USA¬,Luis Puenzo¬,Adventure¬,Old Gringo¬,R¬,100¬,Carlos Fuentes¬,1989¬,,,
Cine Location Services¬,USA¬,John Milius¬,Action¬,Farewell to the King¬,PG-13¬,117¬,Pierre Schoendoerffer¬,1989¬,,,
Morgan Creek Productions¬,USA¬,Jack Sholder¬,Action¬,Renegades¬,R¬,106¬,David Rich¬,1989¬,,,
AM¬,PM Entertainment¬,USA¬,Robert Ellis Miller¬,67878.0¬,Brenda Starr¬,150492¬,856¬,Noreen Stone¬,1989¬,,
A&M; Films¬,USA¬,Will Mackenzie¬,Comedy¬,Worth Winning¬,PG-13¬,103¬,Dan Lewandowski¬,1989¬,,,
Not specified¬,USA¬,Lee Grant¬,Comedy¬,Staying Together¬,R¬,91¬,Monte Merrick¬,1989¬,,,
Not specified¬,USA¬,Hugh Hudson¬,Drama¬,Lost Angels¬,R¬,116¬,Michael Weller¬,1989¬,,,
Charlie Mopic¬,USA¬,Patrick Sheane Duncan¬,Drama¬,84C MoPic¬,R¬,95¬,Patrick Sheane Duncan¬,1989¬,,,
North Street Films¬,USA¬,Paul Bartel¬,Comedy¬,Scenes from the Class Struggle in Beverly Hills¬,R¬,103¬,Paul Bartel¬,1989¬,,,
Concorde Pictures¬,USA¬,Thierry Notz¬,Horror¬,The Terror Within¬,R¬,88¬,Thomas McKelvey Cleaver¬,1989¬,,,
Paulist Pictures¬,USA¬,John Duigan¬,Biography¬,Romero¬,PG-13¬,102¬,John Sacret Young¬,1989¬,,,
Cinetel Films¬,USA¬,William Lustig¬,Crime¬,Relentless¬,R¬,92¬,Phil Alden Robinson¬,1989¬,,,
Initial Film and Television¬,UK¬,Damian Harris¬,Drama¬,The Rachel Papers¬,R¬,95¬,Damian Harris¬,1989¬,,,
Columbia Pictures Corporation¬,USA¬,Jonathan Kaplan¬,Drama¬,Immediate Family¬,PG-13¬,95¬,Barbara Benedek¬,1989¬,,,
Budapest St�di� V�llalat¬,Hungary¬,Ildik� Enyedi¬,Comedy¬,My Twentieth Century¬,Not specified¬,100¬,Ildik� Enyedi¬,1989¬,,,
Kouf¬,Bigelow Productions¬,USA¬,Jim Kouf¬,7723506.0¬,Disorganized Crime¬,140489¬,1842¬,Jim Kouf¬,1989¬,,
FM Entertainment¬,USA¬,Larry Peerce¬,Biography¬,Wired¬,R¬,112¬,Bob Woodward¬,1989¬,,,
Nova International Films¬,USA¬,Robert M. Young¬,Biography¬,Triumph of the Spirit¬,R¬,120¬,Shimon Arama¬,1989¬,,,
Cin�a¬,France¬,Patrice Leconte¬,Crime¬,Monsieur Hire¬,PG-13¬,81¬,Georges Simenon¬,1989¬,,,
Aaron Russo Productions¬,USA¬,David Greenwalt¬,Comedy¬,Rude Awakening¬,R¬,100¬,Neil Levy¬,1989¬,,,
Hemdale¬,USA¬,Mick Jackson¬,Biography¬,Chattahoochee¬,R¬,94¬,James Cresson¬,1989¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Savage Steve Holland¬,Comedy¬,How I Got Into College¬,PG-13¬,86¬,Terrel Seltzer¬,1989¬,,,
Lorimar Film Entertainment¬,USA¬,Joel Zwick¬,Comedy¬,Second Sight¬,PG¬,83¬,Tom Schulman¬,1989¬,,,
Breton Film Productions¬,USA¬,Steve Carver¬,Adventure¬,River of Death¬,R¬,107¬,Alistair MacLean¬,1989¬,,,
Corsair Pictures¬,USA¬,Thomas Schlamme¬,Comedy¬,Miss Firecracker¬,PG¬,102¬,Beth Henley¬,1989¬,,,
Lorimar Film Entertainment¬,USA¬,Alan J. Pakula¬,Drama¬,See You in the Morning¬,PG-13¬,119¬,Alan J. Pakula¬,1989¬,,,
Columbia Pictures Corporation¬,USA¬,Michael Crichton¬,Crime¬,Physical Evidence¬,R¬,99¬,Steve Ransohoff¬,1989¬,,,
